id_desempenho,nota_geral,nota_formacao_geral,nota_componentes_especifico
356,7.4,16.2,4.5
357,7.4,13.2,5.4
358,7.4,29.7,0.0
359,7.4,7.5,7.4
360,7.4,19.6,3.3
361,7.4,15.3,4.8
362,7.4,24.9,1.5
363,7.4,15.2,4.8
364,7.4,12.1,5.8
365,7.4,20.4,3.0
366,7.4,15.1,4.8
367,7.4,11.4,6.0
368,7.4,0.0,9.9
369,7.4,29.4,0.0
370,7.4,14.4,5.0
371,7.4,28.8,0.3
372,7.5,14.2,5.3
373,7.5,30.0,0.0
374,7.5,15.0,5.0
375,7.5,13.7,5.4
376,7.5,7.8,7.4
377,7.5,9.4,6.8
378,7.5,25.3,1.5
379,7.5,23.9,2.0
380,7.5,13.4,5.5
381,7.5,15.7,4.8
382,7.5,13.8,5.4
383,7.6,16.8,4.5
384,7.6,21.5,3.0
385,7.6,14.3,5.3
386,7.6,22.9,2.5
387,7.6,2.2,9.4
388,7.6,23.4,2.3
389,7.6,19.2,3.7
390,7.6,26.0,1.5
391,7.6,8.4,7.3
392,7.6,11.3,6.3
393,7.7,17.8,4.3
394,7.7,17.9,4.3
395,7.7,17.7,4.3
396,7.7,10.3,6.8
397,7.7,15.0,5.3
398,7.7,26.2,1.5
399,7.7,14.6,5.4
400,7.7,30.8,0.0
401,7.7,22.6,2.7
402,7.7,5.4,8.4
403,7.7,17.1,4.5
404,7.7,16.2,4.8
405,7.7,7.5,7.7
406,7.7,22.8,2.7
407,7.7,26.4,1.5
408,7.8,15.0,5.4
409,7.8,23.7,2.5
410,7.8,5.8,8.5
411,7.8,17.7,4.5
412,7.8,4.4,8.9
413,7.8,11.2,6.7
414,7.8,0.0,10.4
415,7.8,20.8,3.5
416,7.8,16.9,4.8
417,7.8,9.6,7.2
418,7.8,13.0,6.0
419,7.8,26.6,1.5
420,7.8,17.5,4.5
421,7.8,9.0,7.4
422,7.8,16.8,4.8
423,7.8,28.2,1.0
424,7.8,19.8,3.8
425,7.8,8.8,7.4
426,7.8,12.1,6.3
427,7.9,8.0,7.9
428,7.9,15.0,5.5
429,7.9,17.2,4.8
430,7.9,3.4,9.4
431,7.9,13.5,6.0
432,7.9,13.6,6.0
433,7.9,15.6,5.3
434,7.9,18.5,4.3
435,7.9,3.2,9.4
436,7.9,17.9,4.5
437,7.9,24.0,2.5
438,7.9,27.0,1.5
439,7.9,18.1,4.5
440,7.9,15.2,5.4
441,7.9,31.5,0.0
442,7.9,1.8,9.9
443,7.9,23.9,2.5
444,7.9,4.8,8.9
445,7.9,30.0,0.5
446,8.0,0.0,10.6
447,8.0,24.3,2.5
448,8.0,18.3,4.5
449,8.0,0.0,10.7
450,8.0,15.7,5.4
451,8.0,13.1,6.3
452,8.0,18.5,4.5
453,8.0,20.1,4.0
454,8.0,22.5,3.1
455,8.0,23.0,3.0
456,8.0,3.8,9.4
457,8.0,21.6,3.5
458,8.0,6.4,8.5
459,8.0,5.4,8.9
460,8.0,11.4,6.9
461,8.0,31.1,0.3
462,8.0,16.8,5.0
463,8.0,10.8,7.0
464,8.0,18.6,4.5
465,8.0,7.5,8.1
466,8.0,32.0,0.0
467,8.0,15.0,5.7
468,8.0,15.9,5.3
469,8.1,15.0,5.8
470,8.1,18.9,4.5
471,8.1,18.1,4.7
472,8.1,10.6,7.3
473,8.1,25.0,2.5
474,8.1,0.0,10.8
475,8.1,24.8,2.5
476,8.1,7.5,8.3
477,8.1,16.2,5.4
478,8.1,14.4,6.0
479,8.1,21.2,3.7
480,8.1,18.1,4.8
481,8.1,11.2,7.1
482,8.1,16.3,5.4
483,8.1,13.3,6.3
484,8.1,5.6,8.9
485,8.1,27.8,1.5
486,8.1,16.1,5.4
487,8.1,11.8,6.8
488,8.1,11.9,6.8
489,8.1,12.6,6.6
490,8.2,13.8,6.3
491,8.2,9.8,7.6
492,8.2,0.0,10.9
493,8.2,22.9,3.3
494,8.2,7.5,8.4
495,8.2,19.2,4.5
496,8.2,12.3,6.8
497,8.2,21.8,3.6
498,8.2,18.4,4.8
499,8.2,4.6,9.4
500,8.2,10.9,7.3
501,8.2,18.2,4.8
502,8.2,16.4,5.4
503,8.2,19.4,4.5
504,8.2,20.2,4.2
505,8.2,4.4,9.4
506,8.2,17.0,5.3
507,8.2,6.2,8.9
508,8.2,29.1,1.2
509,8.2,18.6,4.7
510,8.3,7.5,8.6
511,8.3,7.5,8.5
512,8.3,22.5,3.6
513,8.3,25.6,2.5
514,8.3,18.6,4.8
515,8.3,11.4,7.3
516,8.3,15.3,5.9
517,8.3,33.0,0.0
518,8.3,21.1,4.0
519,8.3,31.8,0.5
520,8.3,24.3,3.0
521,8.3,27.0,2.0
522,8.3,16.9,5.4
523,8.3,11.8,7.1
524,8.3,18.2,5.0
525,8.3,0.0,11.1
526,8.3,25.0,2.7
527,8.3,19.6,4.5
528,8.3,14.1,6.3
529,8.3,21.3,4.0
530,8.3,18.8,4.8
531,8.3,13.8,6.4
532,8.4,12.8,6.9
533,8.4,7.6,8.7
534,8.4,17.2,5.4
535,8.4,16.3,5.8
536,8.4,18.1,5.2
537,8.4,17.7,5.3
538,8.4,10.7,7.6
539,8.4,17.4,5.4
540,8.4,22.9,3.5
541,8.4,17.5,5.4
542,8.4,22.5,3.7
543,8.4,26.5,2.3
544,8.4,19.3,4.8
545,8.4,14.2,6.5
546,8.4,19.0,4.8
547,8.4,33.7,0.0
548,8.4,11.8,7.3
549,8.4,23.7,3.3
550,8.4,0.0,11.2
551,8.4,20.7,4.3
552,8.4,25.9,2.5
553,8.5,15.0,6.3
554,8.5,26.6,2.5
555,8.5,7.2,8.9
556,8.5,2.0,10.6
557,8.5,22.5,3.8
558,8.5,31.7,0.8
559,8.5,17.9,5.4
560,8.5,11.6,7.4
561,8.5,12.1,7.3
562,8.5,5.8,9.4
563,8.5,11.7,7.4
564,8.5,19.5,4.8
565,8.5,29.4,1.5
566,8.5,15.2,6.3
567,8.5,16.0,6.0
568,8.5,20.3,4.5
569,8.5,7.4,8.9
570,8.5,7.5,8.8
571,8.5,5.6,9.4
572,8.5,19.6,4.8
573,8.5,18.2,5.3
574,8.5,19.4,4.8
575,8.6,7.5,8.9
576,8.6,20.1,4.8
577,8.6,20.4,4.6
578,8.6,6.2,9.4
579,8.6,16.9,5.8
580,8.6,28.2,2.0
581,8.6,7.8,8.9
582,8.6,4.2,10.0
583,8.6,15.0,6.5
584,8.6,21.0,4.5
585,8.6,34.5,0.0
586,8.6,0.0,11.4
587,8.6,12.3,7.4
588,8.6,20.0,4.8
589,8.6,18.3,5.4
590,8.6,15.0,6.4
591,8.6,18.1,5.4
592,8.6,14.1,6.8
593,8.6,30.6,1.2
594,8.6,19.1,5.1
595,8.6,3.8,10.2
596,8.7,9.7,8.4
597,8.7,3.6,10.4
598,8.7,8.0,8.9
599,8.7,16.9,6.0
600,8.7,20.5,4.8
601,8.7,32.5,0.8
602,8.7,21.2,4.5
603,8.7,22.0,4.3
604,8.7,19.8,5.0
605,8.7,16.0,6.3
606,8.7,20.2,4.8
607,8.7,17.0,5.9
608,8.7,14.3,6.8
609,8.7,11.3,7.8
610,8.7,18.7,5.4
611,8.7,23.4,3.8
612,8.7,0.0,11.6
613,8.7,12.7,7.3
614,8.8,35.1,0.0
615,8.8,14.8,6.8
616,8.8,9.8,8.5
617,8.8,27.1,2.7
618,8.8,20.8,4.8
619,8.8,7.5,9.2
620,8.8,20.6,4.8
621,8.8,15.9,6.4
622,8.8,19.1,5.4
623,8.8,6.8,9.4
624,8.8,20.9,4.7
625,8.8,21.8,4.5
626,8.8,13.0,7.4
627,8.8,21.6,4.5
628,8.8,15.8,6.5
629,8.8,35.3,0.0
630,8.8,3.8,10.4
631,8.8,19.1,5.3
632,8.8,31.4,1.2
633,8.8,34.3,0.3
634,8.8,19.2,5.3
635,8.8,8.4,8.9
636,8.8,9.6,8.5
637,8.8,9.7,8.5
638,8.8,20.7,4.8
639,8.9,21.2,4.8
640,8.9,7.5,9.4
641,8.9,22.5,4.3
642,8.9,33.9,0.5
643,8.9,15.0,6.8
644,8.9,9.1,8.8
645,8.9,8.7,8.9
646,8.9,26.6,3.0
647,8.9,32.6,1.0
648,8.9,26.5,3.0
649,8.9,7.4,9.4
650,8.9,0.0,11.9
651,8.9,21.1,4.8
652,8.9,18.1,5.8
653,8.9,16.5,6.3
654,8.9,19.4,5.4
655,8.9,22.1,4.5
656,8.9,9.0,8.9
657,8.9,32.5,1.0
658,8.9,19.2,5.4
659,8.9,29.5,2.0
660,8.9,13.5,7.4
661,9.0,35.9,0.0
662,9.0,17.2,6.3
663,9.0,17.8,6.0
664,9.0,15.5,6.8
665,9.0,10.3,8.5
666,9.0,32.2,1.2
667,9.0,32.4,1.2
668,9.0,19.5,5.5
669,9.0,22.5,4.5
670,9.0,21.7,4.8
671,9.0,19.8,5.4
672,9.0,19.7,5.4
673,9.0,20.8,5.0
674,9.0,28.5,2.5
675,9.0,7.5,9.5
676,9.0,22.4,4.5
677,9.0,36.0,0.0
678,9.0,20.9,5.0
679,9.0,9.2,8.9
680,9.0,10.4,8.5
681,9.0,21.5,4.8
682,9.0,24.7,3.8
683,9.0,13.4,7.5
684,9.0,19.6,5.4
685,9.0,12.4,7.8
686,9.0,23.1,4.3
687,9.0,6.4,9.9
688,9.0,7.4,9.5
689,9.0,20.1,5.3
690,9.1,9.7,8.9
691,9.1,15.0,7.1
692,9.1,0.0,12.1
693,9.1,21.6,4.9
694,9.1,21.2,5.0
695,9.1,8.0,9.4
696,9.1,22.0,4.8
697,9.1,20.6,5.2
698,9.1,18.3,6.0
699,9.1,23.5,4.3
700,9.1,7.5,9.6
701,9.1,9.8,8.9
702,9.1,10.8,8.5
703,9.1,8.3,9.4
704,9.1,5.8,10.2
705,9.1,9.5,8.9
706,9.1,21.8,4.8
707,9.1,21.9,4.8
708,9.1,16.0,6.8
709,9.1,20.3,5.4
710,9.1,24.8,3.8
711,9.1,9.2,9.1
712,9.1,20.6,5.3
713,9.1,27.4,3.0
714,9.1,20.0,5.5
715,9.1,17.3,6.4
716,9.1,22.9,4.5
717,9.2,20.9,5.3
718,9.2,22.5,4.8
719,9.2,23.2,4.5
720,9.2,7.5,9.7
721,9.2,15.0,7.3
722,9.2,15.6,7.0
723,9.2,7.5,9.8
724,9.2,20.7,5.4
725,9.2,27.8,3.0
726,9.2,25.6,3.7
727,9.2,25.5,3.8
728,9.2,9.3,9.2
729,9.2,11.6,8.4
730,9.2,20.6,5.4
731,9.2,22.4,4.8
732,9.2,19.3,5.8
733,9.2,36.9,0.0
734,9.2,22.2,4.8
735,9.2,0.0,12.2
736,9.2,20.5,5.4
737,9.2,8.7,9.4
738,9.2,8.4,9.4
739,9.2,20.0,5.6
740,9.2,22.5,4.7
741,9.2,20.4,5.4
742,9.2,12.9,8.0
743,9.2,19.5,5.8
744,9.2,8.6,9.4
745,9.2,11.1,8.5
746,9.2,19.5,5.7
747,9.2,4.8,10.6
748,9.2,29.3,2.5
749,9.2,31.3,1.8
750,9.2,22.3,4.8
751,9.3,21.0,5.4
752,9.3,15.0,7.4
753,9.3,9.0,9.4
754,9.3,20.9,5.4
755,9.3,15.1,7.3
756,9.3,13.8,7.8
757,9.3,11.7,8.5
758,9.3,9.1,9.4
759,9.3,12.9,8.1
760,9.3,4.6,10.9
761,9.3,10.0,9.0
762,9.3,8.8,9.4
763,9.3,0.0,12.4
764,9.3,4.4,10.9
765,9.3,19.7,5.8
766,9.3,32.8,1.5
767,9.3,27.2,3.3
768,9.3,17.8,6.5
769,9.3,20.5,5.5
770,9.3,5.2,10.7
771,9.3,18.3,6.3
772,9.3,28.2,3.0
773,9.3,22.0,5.0
774,9.3,7.5,9.9
775,9.3,35.6,0.5
776,9.3,22.6,4.8
777,9.3,15.3,7.3
778,9.3,23.6,4.5
779,9.3,20.8,5.4
780,9.3,19.0,6.0
781,9.3,7.4,9.9
782,9.3,25.2,4.0
783,9.3,29.7,2.5
784,9.3,23.8,4.5
785,9.3,5.4,10.6
786,9.4,24.1,4.5
787,9.4,16.4,7.0
788,9.4,37.5,0.0
789,9.4,8.0,9.9
790,9.4,12.5,8.3
791,9.4,23.3,4.8
792,9.4,26.2,3.8
793,9.4,24.9,4.2
794,9.4,9.4,9.4
795,9.4,18.0,6.5
796,9.4,21.3,5.4
797,9.4,26.4,3.7
798,9.4,17.1,6.8
799,9.4,7.5,10.0
800,9.4,12.7,8.3
801,9.4,14.2,7.8
802,9.4,9.5,9.4
803,9.4,18.8,6.3
804,9.4,22.5,5.0
805,9.4,9.2,9.4
806,9.4,21.4,5.4
807,9.4,23.0,4.8
808,9.4,31.6,2.0
809,9.4,18.6,6.3
810,9.4,24.2,4.5
811,9.4,15.0,7.5
812,9.4,7.8,9.9
813,9.4,19.6,6.0
814,9.4,13.7,8.0
815,9.4,23.9,4.5
816,9.5,6.2,10.6
817,9.5,0.0,12.6
818,9.5,17.2,6.9
819,9.5,20.6,5.8
820,9.5,12.7,8.4
821,9.5,14.1,8.0
822,9.5,17.7,6.8
823,9.5,21.9,5.4
824,9.5,24.4,4.5
825,9.5,15.0,7.7
826,9.5,21.9,5.3
827,9.5,21.5,5.5
828,9.5,7.5,10.2
829,9.5,9.6,9.4
830,9.5,16.1,7.3
831,9.5,21.6,5.5
832,9.5,30.4,2.5
833,9.5,9.7,9.4
834,9.5,18.9,6.3
835,9.5,35.0,1.0
836,9.5,26.7,3.7
837,9.5,19.9,6.0
838,9.5,27.0,3.7
839,9.5,10.3,9.2
840,9.5,26.8,3.7
841,9.5,18.4,6.5
842,9.5,23.6,4.8
843,9.5,22.1,5.3
844,9.5,23.7,4.8
845,9.5,26.9,3.7
846,9.5,19.0,6.3
847,9.6,0.0,12.8
848,9.6,10.3,9.4
849,9.6,19.3,6.3
850,9.6,5.6,10.9
851,9.6,15.9,7.5
852,9.6,26.9,3.8
853,9.6,22.3,5.4
854,9.6,17.9,6.8
855,9.6,9.9,9.5
856,9.6,18.8,6.5
857,9.6,10.1,9.4
858,9.6,30.2,2.7
859,9.6,22.5,5.3
860,9.6,24.8,4.5
861,9.6,22.1,5.4
862,9.6,24.9,4.5
863,9.6,38.4,0.0
864,9.6,33.7,1.5
865,9.6,20.2,6.0
866,9.6,23.4,5.0
867,9.6,24.1,4.8
868,9.6,15.0,7.8
869,9.6,36.9,0.5
870,9.6,18.9,6.5
871,9.6,29.2,3.0
872,9.6,10.2,9.4
873,9.6,34.6,1.2
874,9.6,11.3,9.0
875,9.6,20.0,6.1
876,9.6,22.2,5.4
877,9.6,9.1,9.7
878,9.6,6.6,10.6
879,9.7,22.5,5.4
880,9.7,10.7,9.4
881,9.7,11.9,8.9
882,9.7,23.0,5.3
883,9.7,10.6,9.4
884,9.7,25.7,4.3
885,9.7,22.9,5.3
886,9.7,23.6,5.0
887,9.7,27.9,3.6
888,9.7,9.0,9.9
889,9.7,27.7,3.7
890,9.7,29.6,3.1
891,9.7,12.2,8.9
892,9.7,11.3,9.2
893,9.7,22.6,5.4
894,9.7,7.5,10.4
895,9.7,22.7,5.4
896,9.7,6.2,10.9
897,9.7,1.6,12.4
898,9.7,38.7,0.0
899,9.7,25.4,4.5
900,9.7,38.9,0.0
901,9.7,25.3,4.5
902,9.7,35.1,1.2
903,9.7,9.2,9.9
904,9.7,24.3,4.8
905,9.7,17.6,7.0
906,9.7,30.6,2.7
907,9.7,25.2,4.5
908,9.7,24.4,4.8
909,9.8,7.5,10.6
910,9.8,13.8,8.5
911,9.8,15.6,7.8
912,9.8,20.9,6.1
913,9.8,15.0,8.0
914,9.8,15.0,8.1
915,9.8,22.5,5.6
916,9.8,24.9,4.8
917,9.8,26.4,4.3
918,9.8,12.3,8.9
919,9.8,13.5,8.5
920,9.8,31.5,2.5
921,9.8,17.7,7.2
922,9.8,17.1,7.4
923,9.8,21.6,5.9
924,9.8,5.4,11.2
925,9.8,24.7,4.8
926,9.8,11.0,9.4
927,9.8,8.4,10.2
928,9.8,21.3,5.9
929,9.8,10.0,9.7
930,9.8,39.2,0.0
931,9.8,8.7,10.2
932,9.8,18.3,6.9
933,9.8,22.9,5.4
934,9.8,22.5,5.5
935,9.8,34.5,1.5
936,9.8,20.4,6.3
937,9.8,23.0,5.4
938,9.8,22.8,5.4
939,9.8,24.3,5.0
940,9.8,15.8,7.8
941,9.8,36.3,1.0
942,9.8,35.6,1.2
943,9.8,25.7,4.5
944,9.8,11.1,9.4
945,9.8,17.1,7.3
946,9.9,25.2,4.8
947,9.9,0.0,13.2
948,9.9,8.4,10.4
949,9.9,20.0,6.5
950,9.9,17.5,7.3
951,9.9,21.5,6.0
952,9.9,12.9,8.9
953,9.9,11.3,9.4
954,9.9,9.7,9.9
955,9.9,27.5,4.0
956,9.9,7.5,10.7
957,9.9,24.7,5.0
958,9.9,23.3,5.4
959,9.9,23.5,5.4
960,9.9,5.2,11.4
961,9.9,25.9,4.5
962,9.9,11.4,9.4
963,9.9,22.0,5.9
964,9.9,26.1,4.5
965,9.9,20.1,6.5
966,9.9,11.2,9.4
967,9.9,12.7,8.9
968,9.9,28.4,3.7
969,9.9,23.2,5.5
970,9.9,12.8,8.9
971,9.9,21.0,6.2
972,10.0,12.9,9.0
973,10.0,19.1,7.0
974,10.0,13.3,8.9
975,10.0,23.8,5.4
976,10.0,18.0,7.3
977,10.0,14.3,8.5
978,10.0,35.3,1.5
979,10.0,8.6,10.5
980,10.0,25.4,4.8
981,10.0,36.8,1.0
982,10.0,29.2,3.6
983,10.0,4.2,11.9
984,10.0,13.1,8.9
985,10.0,2.0,12.6
986,10.0,10.2,9.9
987,10.0,17.6,7.5
988,10.0,11.7,9.4
989,10.0,40.0,0.0
990,10.0,23.6,5.5
991,10.0,22.1,6.0
992,10.0,13.2,8.9
993,10.0,30.0,3.3
994,10.0,25.5,4.8
995,10.0,31.0,3.0
